brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11,Woody,Floral,Arabian,Spicy,Oriental,Fruity,Fresh,Citrus,Vanilla,Musk,Aromatic,Jasmine,Rose,Sandalwood,Clean
Estee Lauder,Private Collection,197.0,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber And Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang And Coriander",0,2.0,0.2130628126737076,9,Salwood,Sandalwood,Heliotrope,Amber  Musk,,,,,,,,,Bulgarian Rose,Chrysanthemum,Reseda,Ylang-ylang  Cori,er,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
armani,Because It's You by Emporio,154.7,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,0,2.0,0.1660366870483602,3,Vanilla,Musk,,,,,,,,,,,Rose Absolute,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lattafa,Rouat Al Oud,45.0,EDP,Women,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",0,2.0,0.0440800444691495,6,Cedarwood,Patchouli,Vetiver,Musk,,,,,,,,,Cardamom,Spicy Notes,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yves Saint Laurent,La Nuit De L`Homme,314.0,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",1,1.0,0.3431350750416898,5,Vetiver,Caraway,,,,,,,,,,,Bergamot,Virginia Cedar,Lavender,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmal,Blu,139.95,EDP,Men,Fresh,"Sandalwood, Musk and Amber","Lotus, Jasmine",1,2.0,0.1496386881600889,6,Salwood,Sandalwood,Musk,Amber,,,,,,,,,Lotus,Jasmine,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mont Blanc,Legend,141.95,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",1,1.0,0.1518621456364647,7,Salwood,Sandalwood,Tonka,Evernyl,,,,,,,,,Dried Fruit,Oakmoss Fused With Geranium,Rose  Apple,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Bottled Tonic,124.9,EDT,Men,Citrus,"Woodsy Notes, Vetiver","Ginger, Cinnamon, Cloves, Geranium",1,1.0,0.1329071706503613,6,Woodsy Notes,Vetiver,,,,,,,,,,,Ginger,Cinnamon,Cloves,Geranium,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roberto Cavalli,Dupont,120.0,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanille",African Orange Flower,0,2.0,0.1274596998332407,4,Benzoin,Tonka Bean,Vanille,,,,,,,,,,African Orange Flower,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Burberry Body,8.5,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",0,1.0,0.0035019455252918,6,Absolute Vanilla Orchid Tahitensis,Praline,Patchouli,Papyrus,,,,,,,,,Rose Damascena Essence,Incense,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENTLEY,Intense,128.0,EDP,Men,Spicy,"Leather, Benzoin, Incense, Cedar and Patchouli","Clary Sage, African Geranium, Cinnamon, Rum and Wood",1,2.0,0.1363535297387437,10,Leather,Benzoin,Incense,Cedar,Patchouli,,,,,,,,Clary Sage,African Geranium,Cinnamon,Rum,Wood,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,My Burberry,197.95,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",0,2.0,0.2141189549749861,3,Damascus  Centifolia Rose,,,,,,,,,,,,Geranium,Freesia Flowers  Golden Quince,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Estee Lauder,Private Collection,219.4,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",0,2.0,0.2379655364091162,11,Salwood,Sandalwood,Heliotrope,Amber,Musk,,,,,,,,Bulgarian Rose,Chrysanthemum,Reseda,Ylang-Ylang,Cori,er,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LALIQUE,Encre Noire,136.95,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,1,1.0,0.1463035019455252,3,Cashmere Wood,Musk,,,,,,,,,,,Haitian Vetiver,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Saint Laurent,Rive Gauche Homme,560.0,EDT,Men,Aromatic,Gaiac Wood,Patchouli And Vetiver,1,1.0,0.6166203446359089,2,Gaiac Wood,,,,,,,,,,,,Patchouli  Vetiver,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LANVIN PARIS,Modern Princess,174.0,EDP,Women,Floral,"White Musk, White Woods, Vanilla orchid","Jasmine, Freesia",0,2.0,0.1874930516953863,5,White Musk,White Woods,Vanilla orchid,,,,,,,,,,Jasmine,Freesia,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikos,Sculpture Homme,52.95,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",1,1.0,0.0529182879377431,8,Amber,Benzoin,Cedar,Tonka Beans,,,,,,,,,Geranium,Jasmine,Lily Of The Valley,Rose,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVIDOFF,The Brilliant Game,93.75,EDT,Men,Arabian,Sensual Addiction Of The Tonka Bean Note,Charismatic Virility Of A Cedarwood,1,1.0,0.0982768204558088,2,Sensual Addiction Of The Tonka Bean Note,,,,,,,,,,,,Charismatic Virility Of A Cedarwood,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,London,172.5,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",0,2.0,0.1858254585881045,8,Musk,Patchouli,Salwood,Sandalwood,,,,,,,,,Jasmine,Tiare Flower,Peony,Clementine,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parfums Gres,Cabotine,75.0,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk And Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet And Iris",0,1.0,0.077431906614786,13,Cedarwood,Vanilla,Tonka Bean,Cybet,Musk  Amber,,,,,,,,Rose,Tuberose,Ylang-Ylang,Ginger Lily,Hyacinth,Heliotrope,Freesia,Violet  Iris,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Arden,Green Tea,72.95,EDP,Women,Citrus,"Caraway, Amber, Musk, By Green Tea , Jasmine, Cloves, Oakmoss And Celery Seeds","Carnation, Musk,jasmine, Oakmoss, Amber And white Fennel",0,2.0,0.0751528627015008,12,Caraway,Amber,Musk,By Green Tea,Jasmine,Cloves,Oakmoss  Celery Seeds,,,,,,Carnation,Musk,jasmine,Oakmoss,Amber  white Fennel,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Van Cleef & Arpels,Ambre Imperial,479.0,EDP,Unisex,Woody,Woodsy Notes,"Tonka Bean, Vanilla, Amber, Benzoin",2,2.0,0.5265703168426904,5,Woodsy Notes,,,,,,,,,,,,Tonka Bean,Vanilla,Amber,Benzoin,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANVIN PARIS,L'Homme Sport,149.45,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss And Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid And Cloves",1,1.0,0.1602001111728738,17,Cedar,Salwood,Sandalwood,Musk,Amber,Iris,Vetiver,Benzoin,Moss  Spices,,,,Jasmine,Violet,Iris,Ylang-Ylang,Gardenia,Carnation,Rosemary,Orchid  Cloves,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J.CASANOVA,Pandora,79.95,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",0,2.0,0.082934963868816,9,Cedar,Moss,Musk,Amber  S,Sandalwood,,,,,,,,Lily-of-the-valley,Rose,Jasmine,Narcissus  Orchid,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HUGO BOSS,Femme,139.95,EDP,Women,Floral,Apricot And Lemon Wood.,"Jasmine And Fleur De Lys, Bulgarian Rose",0,2.0,0.1496386881600889,3,Apricot  Lemon Wood.,,,,,,,,,,,,Jasmine  Fleur De Lys,Bulgarian Rose,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Secret Obsession,163.95,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla and Sandalwood","Jasmine, Orange Flower and Tuberose",0,2.0,0.1763201778765981,8,Burnt Amber,Cashere Woods,Vanilla,Salwood,Sandalwood,,,,,,,,Jasmine,Orange Flower,Tuberose,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZZARO,Wanted,196.2,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",1,1.0,0.2121734296831573,7,Haitian vetiver,tonka bean,amberwood,,,,,,,,,,Guatemalan cardamom,juniper,apple,geranium,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARTIER,La Panthere,249.25,EDP,Women,Fruity,"Oakmoss, Musk, Leather, Patchouli","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",0,2.0,0.2711506392440244,9,Oakmoss,Musk,Leather,Patchouli,,,,,,,,,Gardenia,Rose,Ylang-Ylang,Orange Blossom,Pear,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
adidas,Victory League,30.55,EDT,Men,Vanilla,"Cedarwood,Vanilla and Musk","Lavender, Pear and Cinnamon",1,1.0,0.0280155642023346,6,Cedarwood,Vanilla,Musk,,,,,,,,,,Lavender,Pear,Cinnamon,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PENHALIGON'S,Portraits George,886.0,EDP,Men,Woody,Tonka Beans,Shaving Soap,1,2.0,0.9790439132851584,2,Tonka Beans,,,,,,,,,,,,Shaving Soap,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,London,140.0,EDP,Women,Floral,"Sandalwood, Musk and Patchouli","Tiare Flower, Jasmine and Peony and a Hint of Fresh Clementine Zest",0,2.0,0.1496942745969983,8,Salwood,Sandalwood,Musk,Patchouli,,,,,,,,,Tiare Flower,Jasmine,Peony,a Hint of Fresh Clementine Zest,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Bottled Unlimited,126.0,EDT,Men,Vanilla,Sandalwood And Musk,Pineapple And Rose,1,1.0,0.1341300722623679,3,Salwood,alwood  Musk,,,,,,,,,,,Pineapple  Rose,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHANEL,Bleu De Chanel,245.0,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",1,1.0,0.2664257921067259,12,Labdanum,Salwood,alwod,Patchouli,Vetiver,Incense,Cedar,White Musk,,,,,Ginger,Iso E Super,Nutmeg,Jasmine,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Laura Biagiotti,Roma Uomo,173.8,EDT,Men,Citrus,"Cedarwood, Patchouli, Sandalwood and Benzoin","Jasmine, Heliotrope, Juniperberry and Balsam Fir",1,1.0,0.1872707059477487,9,Cedarwood,Patchouli,Salwood,Sandalwood,Benzoin,,,,,,,,Jasmine,Heliotrope,Juniperberry,Balsam Fir,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Juicy Couture,Viva La Juicy,151.8,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",0,2.0,0.1628126737076153,9,Amber,Caramel,Praline,Salwood,Sandalwood,Vanilla,,,,,,,Honeysuckle,Gardenia,Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
joop,Homme,60.0,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lili of the valley, heliotrope",1,1.0,0.0607559755419677,8,Vanilla,tonka bean,patchouli,Salwood,Sandalwood,,,,,,,,Jasmine,lili of the valley,heliotrope,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NARCISO RODRIGUEZ,Narciso Rodriguez,207.0,EDP,Women,Floral,"Patchouli,Sandalwood","Amber,Musk",0,2.0,0.2241801000555864,5,Patchouli,Salwood,Sandalwood,,,,,,,,,,Amber,Musk,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolce & Gabbana,3 L'Imperatrice,157.65,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",0,1.0,0.1693162868260144,7,Musk,Salwood,Sandalwood,Lemon Tree,,,,,,,,,Watermelon,Cyclamen,Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOPARD,Wish,83.9,EDP,Women,Arabian,"Voluptuous Sensuality, Living Temple Incense, Amber, Vanilla Bean, Toffee, Tonka Bean","Floral Bouquet, Living Patchouli Flower, Magnolia, Jasmine, Living Osmanthus Flower",0,2.0,0.0873262923846581,11,Voluptuous Sensuality,Living Temple Incense,Amber,Vanilla Bean,Toffee,Tonka Bean,,,,,,,Floral Bouquet,Living Patchouli Flower,Magnolia,Jasmine,Living Osmanthus Flower,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AZZARO,Visit,110.0,EDT,Men,Woody,"Amber, musk","Labdanum, guaiac wood, incense, cedar",1,1.0,0.1163424124513618,6,Amber,musk,,,,,,,,,,,Labdanum,guaiac wood,incense,cedar,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasasi,Blue Lady,27.0,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber And Musk","Peach, Plum, Narcissus And Jasmine",0,2.0,0.0240689271817676,8,Salwood,Sandalwood,Vetiver,Vanilla,Amber  Musk,,,,,,,,Peach,Plum,Narcissus  Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANEL,Bleu De Chanel,374.0,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",1,2.0,0.4098387993329627,12,Incense,Amber,Cedar,Salwood,Sandalwood,Patchouli,Labdanum,Amber wood,,,,,Ginger,Jasmine,Nutmeg,Melon,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.9,EDP,Women,Jasmine,balsamic,bakhoor,0,2.0,0.01284046692607,2,balsamic,,,,,,,,,,,,bakhoor,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GUESS,Dare,79.9,EDT,Men,Spicy,"Musk, Patchouli And Cedar Wood","Flowers Herb Shepherd, Cashmere and Jasmine",1,1.0,0.0828793774319066,5,Musk,Patchouli  Cedar Wood,,,,,,,,,,,Flowers Herb Shepherd,Cashmere,Jasmine,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mancera,Musky Garden,297.65,EDP,Women,Floral,"White Musk, Blackberry, Raspberry and Amber","Iris, Bulgarian Rose, Indian Jasmine and Patchouli Leaf",0,2.0,0.3249583101723179,8,White Musk,Blackberry,Raspberry,Amber,,,,,,,,,Iris,Bulgarian Rose,Indian Jasmine,Patchouli Leaf,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,Eau De Lacoste,139.0,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla and Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose and Orange Flower",0,2.0,0.1485825458588104,9,Salwood,Sandalwood,Vetiver,Vanilla,Peru Balsam,,,,,,,,Pineapple Flower,Sambac Jasmine,Rose,Orange Flower,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoffrey Beene,Grey Flannel,82.9,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",1,1.0,0.0862145636464702,12,Tonka Bean,Almond,Oakmoss,Vetiver,Cedar,,,,,,,,mimosa,iris,violet,sage,rose,geranium,Narcissus,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Burberry Body,148.3,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber And Vanilla",Roses And Iris,0,2.0,0.1589216231239577,6,Salwood,Sandalwood,Cashmerean,Musk,Amber  Vanilla,,,,,,,,Roses  Iris,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JAGUAR,Classic,63.75,EDT,Men,Arabian,"Sandalwood, Benzoin And White Musk","Ginger, Orange Blossom And Lotus",1,1.0,0.0649249583101723,5,Salwood,Sandalwood,Benzoin  White Musk,,,,,,,,,,Ginger,Orange Blossom  Lotus,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DAVIDOFF,Cool Water,71.75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",1,1.0,0.0738187882156753,9,Musk,Oakmoss,Cedar,Amber,,,,,,,,,Salwood,Sandalwood,Geranium,Neroli,Jasmine,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jennifer lopez,Still,108.3,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",0,2.0,0.1144524735964424,7,Lily Of The Valley,Woody,Musky,,,,,,,,,,Freesia,Rose,Jasmine,Orange Blossom,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Armaf,Club De Nuit Intense,190.0,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",1,2.0,0.2052807115063924,7,Vanilla,Ambergris,Musk,Patchouli,,,,,,,,,Rose,Jasmine,Birch,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Genie,1029 Collection,14.4,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",0,2.0,0.0100611450806003,4,Vegetal Amber,Musk  Mahogany,,,,,,,,,,,Magnolia,Lotus  Peony,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cacharel,Anais Anais Loriginal,157.1,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk and Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine and Ylang-Ylang",0,1.0,0.1687048360200111,11,Vetiver,Moss,Salwood,Sandalwood,Musk,Black Currant,,,,,,,Lily,Lily-Of-The-Valley,Rose,Jasmine,Ylang-Ylang,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HOUBIGANT,Quelques Fleurs L'Original,285.0,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",0,2.0,0.3108949416342412,19,Amber,Civet,Honey,Lichen,Musk,Salwood,Sandalwood,Tonka Beans,Vanilla,,,,Carnation,Heliotrope,Iris Root,Jasmine,Lilac,Lily Of The Valley,Orchid,Tuberose,Violet,Ylang-ylang,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolce & Gabbana,The One Royal Night,290.75,EDP,Men,Woody,"Sandalwood, Cedar, Amber and Labdanum",Pear Wood and Nutmeg,1,2.0,0.3172873818788215,7,Salwood,Sandalwood,Cedar,Amber,Labdanum,,,,,,,,Pear Wood,Nutmeg,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Givenchy,Xeryus Rouge,199.0,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense and cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain and geranium",1,1.0,0.2152862701500834,20,Leather,amber,musk,oakmoss,balsam fir,vetiver,incense,cedar,,,,,Cyclamen,cori,er,carnation,cypress,Salwood,Sandalwood,juniper berries,cinnamon,tarragon,petitgrain,geranium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estee Lauder,Beautiful,181.2,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",0,2.0,0.195497498610339,8,Salwood,Sandalwood,Vetiver,Amber,,,,,,,,,Orange Flower,Muguet,Jasmine,Ylang-Ylang,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Armaf,Club De Nuit Intense Man,124.3,EDT,Men,Citrus,"Amber, Agarwood, Vanilla And Patchouli","Caraway, Nutmeg, Violet And Pepper",1,1.0,0.1322401334074485,6,Amber,Agarwood,Vanilla  Patchouli,,,,,,,,,,Caraway,Nutmeg,Violet  Pepper,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mancera,Roses Vanille,248.85,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",0,2.0,0.2707059477487493,6,Vanilla,Sugar,White Musk,Cedar,,,,,,,,,Rose,Sugar,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COACH,New York,5.6,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",1,1.0,0.0002779321845469,7,Vetiver,Suede,Ambergris,,,,,,,,,,Cardamom,Cori,er,Geranium,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GIORGIO ARMANI,Code,265.0,EDT,Men,Citrus,"Tobacco, Leather and Tonka Bean",Olive Flower Spiced With Star Anise,1,1.0,0.2886603668704836,4,Tobacco,Leather,Tonka Bean,,,,,,,,,,Olive Flower Spiced With Star Anise,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Van Cleef & Arpels,First,171.5,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",0,1.0,0.1847137298499166,22,Honey,Salwood,Sandalwood,Tonka,Bean,Amber,Musk,Civet,Vanilla,Oakmoss,,,Carnation,Tuberose,Orchid,Orris,Root,Jasmine,Hyacinth,Turkish,Rose,Ylang-Ylang,Lily-Of-The-Valley,Narcissus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOEWE,Esencia,200.0,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",1,1.0,0.2163979988882712,6,Cedar,Musk,Salwood,Sandalwood,,,,,,,,,Cardamom,Pepper,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parfums De Marly,Delina Exclusive,785.0,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",0,2.0,0.8667593107281824,6,Woody,Amber,Vanilla,,,,,,,,,,Turkish Rose,Incense,Burning Oud,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESCADA,Especially Elixir,198.5,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere and Dry Amber","Ylang Ylang, Turkish Rose and Plums",0,2.0,0.2147304057809894,8,Dry Amber,Madagascar Vanilla,Patchouli,Cashmere,Dry Amber,,,,,,,,Ylang Ylang,Turkish Rose,Plums,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGUAR,Classic Blue,67.0,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",1,1.0,0.0685380767092829,7,Salwood,Sandalwood,Benzoin,White Musk,,,,,,,,,Ginger,Orange Blossom,Lotus,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NICOLAI,Patchouli Intense,653.65,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",2,2.0,0.720733740967204,7,Salwood,Sandalwood,Amber,Vanilla,,,,,,,,,Ceylon Cinnamon,Rose,Patchouli,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COACH,Floral,173.6,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",0,2.0,0.1870483602001111,10,Musk,Patchouli,Salwood,Sandalwood,Vanilla,Woody Notes,,,,,,,Gardenia,Hedione,Jasmine Sambac,Tea Rose,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,The Dreamer,135.7,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",1,1.0,0.1449138410227904,5,Cedar,Tonka Bean,,,,,,,,,,,Geranium,Rose,Tobacco,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aramis,900 Herbal Spray,100.0,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",1,,0.105225125069483,11,Salwood,Sandalwood,Amber,Patchouli,Civet,Oakmoss Vetiver,,,,,,,Carnation,Orris Root,Jasmine,Lily-of-the-Valley,Rose Geranium,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fendi,L'Acquarossa,238.5,EDP,Women,Musk,Red Cedar White Musk And Patchouli,"Lantana Flower,  Rose Orange Blossom And Magnolia",0,2.0,0.2591995553085047,3,Red Cedar White Musk  Patchouli,,,,,,,,,,,,Lantana Flower,Rose Orange Blossom  Magnolia,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Roberto Cavalli,Florence,139.5,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",0,2.0,0.1491384102279044,6,Amber,Musk,Patchouli,,,,,,,,,,Grapefruit Blossom,Hibiscus Seeds,Orange Blossom,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
